path,name,code,sub-code,original-price,price,sale-price,options,headline,caption,abstract,explanation,additional1,additional2,additional3,relevant-links,ship-weight,taxable,release-date,temporary-point-term,point-code,meta-key,meta-desc,display,template,sale-period-start,sale-period-end,sale-limit,sp-code,brand-code,person-code,yahoo-product-code,product-code,jan,delivery,astk-code,condition,taojapan,product-category,spec1,spec2,spec3,spec4,spec5,sort,sp-additional
,Xperia Z ケース docomo Xperia Z SO-02E　カラフル ソフトケース　シリコン　エクスぺリア　ゼット スマホケース　SONY商品名,XperiaZ-silicone,カラー:クリア=XperiaZ-silicone-1-clear&カラー:ブラック=XperiaZ-silicone-2-black&カラー:レッド=XperiaZ-silicone-3-red&カラー:ピンク=XperiaZ-silicone-4-pink&カラー:マゼンタ=XperiaZ-silicone-5-magenta&カラー:オレンジ=XperiaZ-silicone-6-orange&カラー:イエロー=XperiaZ-silicone-7-yellow&カラー:ブルー=XperiaZ-silicone-8-blue&カラー:アクア=XperiaZ-silicone-9-aqua&カラー:グリーン=XperiaZ-silicone-10-green&カラー:パープル=XperiaZ-silicone-11-purple,,477,,"<br> <br>

カラー クリア ブラック レッド ピンク マゼンタ オレンジ イエロー ブルー アクア グリーン パープル",Xperia Z シンプルシリコンケース,"<br>
  <img src=""http://lib2.shopping.srv.yimg.jp/lib/＝＝＝＝貴店URL＝＝＝＝/xperiaz-silicone01.jpg"" alt=""xperia z シリコンケース"" width=""600""><br>
<img src=""http://lib2.shopping.srv.yimg.jp/lib/＝＝＝＝貴店URL＝＝＝＝/xperiaz-silicone02.jpg"" alt=""xperia z シリコンケース"" width=""600""><br>
<img src=""http://lib2.shopping.srv.yimg.jp/lib/＝＝＝＝貴店URL＝＝＝＝/xperiaz-silicone03.jpg"" alt=""xperia z シリコンケース"" width=""600""><br>
<table width=""600"" border=""1"" cellspacing=""0"" cellpadding=""5"">
  <tr><td>商品説明</td>
    <td>xperia z シリコンケース<br>
      <br />
 素材：シリコン<br>
    ※ xperia z本体は含まれておりません。
    <br>
    ※ 素材や光の具合により、またお客様のページをご覧になられるパソコンの環境により、実際の色味と多少異なって見える場合がございますが、ご了承下さいませ。<br>
    ※ メーカーの都合により、カメラ穴、側面に若干の仕様変更がございますが，予めご了承下さいませ。</td>
  </tr>
  <tr><td width=""30%"">カラー</td>
    <td><p>クリア/ブラック/レッド/ピンク/マゼンタ/オレンジ/イエロー/ブルー/アクア/グリーン</p></td>
  </tr>
</table>
<br>
<br>
<table width=""600"" border=""0"" cellspacing=""1"" cellpadding=""5"" bgcolor=""#999999"">
  <tr>
    <td bgcolor=""#ffffff"" align=""center"" valign=""middle""><p><a href=""http://item.rakuten.co.jp/＝＝＝＝貴店URL＝＝＝＝/c/0000000121/""><font size=""4"">xperia zの商品一覧はこちら</font></a></p></td>
  </tr>
</table>
",,"


<br>
Xperia Zシリコンケース<br>
    ※ Xperia Z本体は含まれておりません。
    <br>
    ※ 素材や光の具合により、またお客様のページをご覧になられるパソコンの環境により、実際の色味と多少異なって見える場合がございますが、ご了承下さいませ。<br>
    ※ メーカーの都合により、カメラ穴、側面に若干の仕様変更がございますが，予めご了承下さいませ。<br>
<br>",,,,,,,,,,,,1,,,,,,,,,,,,,,,5,,,,,,,"<br>
  <img src=""http://lib2.shopping.srv.yimg.jp/lib/＝＝＝＝貴店URL＝＝＝＝/xperiaz-silicone01.jpg"" alt=""xperia z シリコンケース"" width=""100%""><br>
<img src=""http://lib2.shopping.srv.yimg.jp/lib/＝＝＝＝貴店URL＝＝＝＝/xperiaz-silicone02.jpg"" alt=""xperia z シリコンケース"" width=""100%""><br>
<img src=""http://lib2.shopping.srv.yimg.jp/lib/＝＝＝＝貴店URL＝＝＝＝/xperiaz-silicone03.jpg"" alt=""xperia z シリコンケース"" width=""100%""><br>
<table width=""100%"" border=""1"" cellspacing=""0"" cellpadding=""5"">
  <tr><td>商品説明</td>
    <td>xperia z シリコンケース<br>
      <br />
 素材：シリコン<br>
    ※ xperia z本体は含まれておりません。
    <br>
    ※ 素材や光の具合により、またお客様のページをご覧になられるパソコンの環境により、実際の色味と多少異なって見える場合がございますが、ご了承下さいませ。<br>
    ※ メーカーの都合により、カメラ穴、側面に若干の仕様変更がございますが，予めご了承下さいませ。</td>
  </tr>
  <tr><td width=""30%"">カラー</td>
    <td><p>クリア/ブラック/レッド/ピンク/マゼンタ/オレンジ/イエロー/ブルー/アクア/グリーン</p></td>
  </tr>
</table>
<br>
<br>
<table width=""100%"" border=""0"" cellspacing=""1"" cellpadding=""5"" bgcolor=""#999999"">
  <tr>
    <td bgcolor=""#ffffff"" align=""center"" valign=""middle""><p><a href=""http://item.rakuten.co.jp/＝＝＝＝貴店URL＝＝＝＝/c/0000000121/""><font size=""4"">xperia zの商品一覧はこちら</font></a></p></td>
  </tr>
</table>
"
,Xperia Z メタルバンパー 金属 アルミ バンパー  docomo Xperia Z SO-02E　エクスぺリア　ゼット スマホケース　SONY,XperiaZ-metalbumper,カラー:ブラック=XperiaZ-metalbumper-1-black&カラー:シルバー=XperiaZ-metalbumper-2-silver,,2839,,"<br> <br>

カラー ブラック シルバー",【送料無料】初回限定価格,"<br>
<img src=""http://lib2.shopping.srv.yimg.jp/lib/＝＝＝＝貴店URL＝＝＝＝/xperiaz-metalbumper01.jpg"" alt=""xperia z メタルバンパー"" width=""600""><br>
<img src=""http://lib2.shopping.srv.yimg.jp/lib/＝＝＝＝貴店URL＝＝＝＝/xperiaz-metalbumper02.jpg"" alt=""xperia z メタルバンパー"" width=""600""><br>
<img src=""http://lib2.shopping.srv.yimg.jp/lib/＝＝＝＝貴店URL＝＝＝＝/xperiaz-metalbumper03.jpg"" alt=""xperia z メタルバンパー"" width=""600""><br>
<table width=""600"" border=""1"" cellspacing=""0"" cellpadding=""5"">
  <tr><td>商品説明</td>
    <td><p> xperia z メタルバンパー</p><br>


    ※  xperia z本体は含まれておりません。
    <br><br>
    ※ 素材や光の具合により、またお客様のページをご覧になられるパソコンの環境により、実際の色味と多少異なって見える場合がございますが、ご了承下さいませ。<br>
    ※ メーカーの都合により、カメラ穴、側面に若干の仕様変更がございますが，予めご了承下さいませ。<br>
    </td>
  </tr>
  <tr><td width=""30%"">カラー</td>
    <td><p>ブラック<br>
   シルバー<br>
    </p></td>
  </tr>
</table>
<br>
<br>
<table width=""600"" border=""0"" cellspacing=""1"" cellpadding=""5"" bgcolor=""#999999"">
  <tr>
    <td bgcolor=""#ffffff"" align=""center"" valign=""middle""><p><a href=""http://item.rakuten.co.jp/＝＝＝＝貴店URL＝＝＝＝/c/0000000121/""><font size=""4"">xperia zの商品一覧はこちら</font></a></p></td>
  </tr>
</table>
",,"


Xperia Z ケース メタル 超人気！Xperia ケース メタル ブランド Metal Bumper<br>

",,,,,,,,,,,,1,,,,,,,,,,,,,,,5,,,,,,,"<br>
<img src=""http://lib2.shopping.srv.yimg.jp/lib/＝＝＝＝貴店URL＝＝＝＝/xperiaz-metalbumper01.jpg"" alt=""xperia z メタルバンパー"" width=""100%""><br>
<img src=""http://lib2.shopping.srv.yimg.jp/lib/＝＝＝＝貴店URL＝＝＝＝/xperiaz-metalbumper02.jpg"" alt=""xperia z メタルバンパー"" width=""100%""><br>
<img src=""http://lib2.shopping.srv.yimg.jp/lib/＝＝＝＝貴店URL＝＝＝＝/xperiaz-metalbumper03.jpg"" alt=""xperia z メタルバンパー"" width=""100%""><br>
<table width=""100%"" border=""1"" cellspacing=""0"" cellpadding=""5"">
  <tr><td>商品説明</td>
    <td><p> xperia z メタルバンパー</p><br>


    ※  xperia z本体は含まれておりません。
    <br><br>
    ※ 素材や光の具合により、またお客様のページをご覧になられるパソコンの環境により、実際の色味と多少異なって見える場合がございますが、ご了承下さいませ。<br>
    ※ メーカーの都合により、カメラ穴、側面に若干の仕様変更がございますが，予めご了承下さいませ。<br>
    </td>
  </tr>
  <tr><td width=""30%"">カラー</td>
    <td><p>ブラック<br>
   シルバー<br>
    </p></td>
  </tr>
</table>
<br>
<br>
<table width=""100%"" border=""0"" cellspacing=""1"" cellpadding=""5"" bgcolor=""#999999"">
  <tr>
    <td bgcolor=""#ffffff"" align=""center"" valign=""middle""><p><a href=""http://item.rakuten.co.jp/＝＝＝＝貴店URL＝＝＝＝/c/0000000121/""><font size=""4"">xperia zの商品一覧はこちら</font></a></p></td>
  </tr>
</table>
"
,Xperia Z ケース カラフル docomo Xperia Z SO-02E対応　ハードケース　エクスぺリア　ゼット スマホケース　SONY,XperiaZ-hardcase,カラー:ホワイト=XperiaZ-hardcase-1-white&カラー:ブラック=XperiaZ-hardcase-2-black&カラー:レッド=XperiaZ-hardcase-3-red&カラー:ピンク=XperiaZ-hardcase-4-pink&カラー:マゼンタ=XperiaZ-hardcase-5-magenta&カラー:イエロー=XperiaZ-hardcase-6-yellow&カラー:ブルー=XperiaZ-hardcase-7-blue&カラー:アクア=XperiaZ-hardcase-8-aqua&カラー:パープル=XperiaZ-hardcase-9-purple,,477,,"<br> <br>

カラー ホワイト ブラック レッド ピンク マゼンタ イエロー ブルー アクア パープル",Xperia Z シンプルハードケース,"<br>
  <img src=""http://lib2.shopping.srv.yimg.jp/lib/＝＝＝＝貴店URL＝＝＝＝/xperiaz-hardcase01.jpg"" alt=""xperia z ハードケース"" width=""600""><br>
<img src=""http://lib2.shopping.srv.yimg.jp/lib/＝＝＝＝貴店URL＝＝＝＝/xperiaz-hardcase02.jpg"" alt=""xperia z ハードケース"" width=""600""><br>
<img src=""http://lib2.shopping.srv.yimg.jp/lib/＝＝＝＝貴店URL＝＝＝＝/xperiaz-hardcase03.jpg"" alt=""xperia z ハードケース"" width=""600""><br>
<table width=""600"" border=""1"" cellspacing=""0"" cellpadding=""5"">
  <tr><td>商品説明</td>
    <td>xperia z ハードケース<br>
      <br />
素材：アルミニウム<br />
※ xperia z本体は含まれておりません。<br />
<br />
※ 素材や光の具合により、またお客様のページをご覧になられるパソコンの環境により、実際の色味と多少異なって見える場合がございますが、ご了承下さいませ。<br />
※ メーカーの都合により、カメラ穴、側面に若干の仕様変更がございますが，予めご了承下さいませ。<br></td>
  </tr>
  <tr><td width=""30%"">カラー</td>
    <td><p>ホワイト/ブラック/レッド/ピンク/マゼンタ/イエロー/ブルー/アクア/パープル</p></td>
  </tr>
</table>
<br>
<br>
<table width=""600"" border=""0"" cellspacing=""1"" cellpadding=""5"" bgcolor=""#999999"">
  <tr>
    <td bgcolor=""#ffffff"" align=""center"" valign=""middle""><p><a href=""http://item.rakuten.co.jp/＝＝＝＝貴店URL＝＝＝＝/c/0000000121/""><font size=""4"">xperia zの商品一覧はこちら</font></a></p></td>
  </tr>
</table>
",,"


<br>
Xperia Zハードケース<br>
    ※ Xperia Z本体は含まれておりません。
    <br>
    ※ 素材や光の具合により、またお客様のページをご覧になられるパソコンの環境により、実際の色味と多少異なって見える場合がございますが、ご了承下さいませ。<br>
    ※ メーカーの都合により、カメラ穴、側面に若干の仕様変更がございますが，予めご了承下さいませ。<br>
<br>",,,,,,,,,,,,1,,,,,,,,,,,,,,,5,,,,,,,"<br>
  <img src=""http://lib2.shopping.srv.yimg.jp/lib/＝＝＝＝貴店URL＝＝＝＝/xperiaz-hardcase01.jpg"" alt=""xperia z ハードケース"" width=""100%""><br>
<img src=""http://lib2.shopping.srv.yimg.jp/lib/＝＝＝＝貴店URL＝＝＝＝/xperiaz-hardcase02.jpg"" alt=""xperia z ハードケース"" width=""100%""><br>
<img src=""http://lib2.shopping.srv.yimg.jp/lib/＝＝＝＝貴店URL＝＝＝＝/xperiaz-hardcase03.jpg"" alt=""xperia z ハードケース"" width=""100%""><br>
<table width=""100%"" border=""1"" cellspacing=""0"" cellpadding=""5"">
  <tr><td>商品説明</td>
    <td>xperia z ハードケース<br>
      <br />
素材：アルミニウム<br />
※ xperia z本体は含まれておりません。<br />
<br />
※ 素材や光の具合により、またお客様のページをご覧になられるパソコンの環境により、実際の色味と多少異なって見える場合がございますが、ご了承下さいませ。<br />
※ メーカーの都合により、カメラ穴、側面に若干の仕様変更がございますが，予めご了承下さいませ。<br></td>
  </tr>
  <tr><td width=""30%"">カラー</td>
    <td><p>ホワイト/ブラック/レッド/ピンク/マゼンタ/イエロー/ブルー/アクア/パープル</p></td>
  </tr>
</table>
<br>
<br>
<table width=""100%"" border=""0"" cellspacing=""1"" cellpadding=""5"" bgcolor=""#999999"">
  <tr>
    <td bgcolor=""#ffffff"" align=""center"" valign=""middle""><p><a href=""http://item.rakuten.co.jp/＝＝＝＝貴店URL＝＝＝＝/c/0000000121/""><font size=""4"">xperia zの商品一覧はこちら</font></a></p></td>
  </tr>
</table>
"
,kindle paper white 2013 ケース 液晶保護フィルム スクリーンガード プロテクター キンドル　amazon,paperwhite-2013-screen,<br>: #タイプ:グレア=paperwhite-2013-screen -01Glare&<br>: #タイプ:ノングレア=paperwhite-2013-screen -02Non-glare,,500,,"<br>  

タイプ グレア ノングレア",kindle paper white 2013 専用設計！選べるグレア＆アンチグレア,"<p>
  <img src=""http://lib2.shopping.srv.yimg.jp/lib/＝＝＝＝貴店URL＝＝＝＝/paperwhite-2013-screen01.jpg"" alt=""kindle paper white 2013 液晶保護フィルム　スクリーンガード"" width=""95%""><br>
</p>
<table width=""95%"" border=""0"" cellspacing=""1"" cellpadding=""5"" bgcolor=""#999999"">
  <tr bgcolor=""#ffffff"">
    <td width=""30%"">商品名称</td>
    <td>kindle paper white 2013 液晶保護フィルム　スクリーンガード</td>
  </tr>
  <tr bgcolor=""#ffffff"">
    <td>適応機種</td>
    <td>kindle paper white 2013</td>
  </tr>
  <tr bgcolor=""#ffffff"">
    <td>タイプ</td>
    <td>グレア（光沢のあるクリアフィルム）<br />
      ノングレア（艶消しの非光沢タイプ）</td>
  </tr>
  <tr bgcolor=""#ffffff"">
    <td>商品説明</td>
    <td>kindle paper white 2013　専用設計の液晶保護フィルム、グレアとアンチグレアの２種類の中から用途に応じて選択してください。<br />
      大画面のkindle paper white 2013の液晶を守るために専用設計されたスクリーンフィルムは画面のキズやスレから保護し、滑らかなタッチ感はそのままキープできます。
        さらに、用途に応じて選べる2タイプのフィルムをご用意いたしました。<br />
      空気が入るのを軽減できるように装着時の解説動画もご用意いたしましたのでそちらをご覧になって装着いただくことで、空気の混入や貼り損じを軽減できます。 <br />
    <br /></td>
  </tr>
  <tr bgcolor=""#ffffff"">
    <td>タイプ</td>
    <td>グレア（光沢のあるクリアフィルム）<br />
      液晶本来の美しさを際立たせる光沢のある仕上がり、外部の光の映り込みと指紋が目立つのが難点。<br />
<br />
      ノングレア/アンチグレア（艶消しの非光沢タイプ）<br />
      指紋が目立たず屋内の使用でも外光が写りこまない、さらになめらかなタッチが持続できるが、液晶の解像度が落ちる。</td>
  </tr>
</table>
<p>    ※ kindle paper white 2013本体は含まれておりません。
  <br>
  ※ 素材や光の具合により、またお客様のページをご覧になられるパソコンの環境により、実際の色味と多少異なって見える場合がございますが、ご了承下さいませ。<br>
  ※ メーカーの都合により、カメラ穴、側面に若干の仕様変更がございますが，予めご了承下さいませ。<br>
  <br><br>
</p>",,"<br>
kindle paper white 2013 液晶保護フィルム<br>
    ※ kindle paper white 2013本体は含まれておりません。
    <br>
    ※ 素材や光の具合により、またお客様のページをご覧になられるパソコンの環境により、実際の色味と多少異なって見える場合がございますが、ご了承下さいませ。<br>
    ※ メーカーの都合により、カメラ穴、側面に若干の仕様変更がございますが，予めご了承下さいませ。<br>
<br>
",,,,,,,,,,,,0,,,,,,,,,,,,,,,5,,,,,,,"<p>
  <img src=""http://lib2.shopping.srv.yimg.jp/lib/＝＝＝＝貴店URL＝＝＝＝/paperwhite-2013-screen01.jpg"" alt=""kindle paper white 2013 液晶保護フィルム　スクリーンガード"" width=""95%""><br>
</p>
<table width=""95%"" border=""0"" cellspacing=""1"" cellpadding=""5"" bgcolor=""#999999"">
  <tr bgcolor=""#ffffff"">
    <td width=""30%"">商品名称</td>
    <td>kindle paper white 2013 液晶保護フィルム　スクリーンガード</td>
  </tr>
  <tr bgcolor=""#ffffff"">
    <td>適応機種</td>
    <td>kindle paper white 2013</td>
  </tr>
  <tr bgcolor=""#ffffff"">
    <td>タイプ</td>
    <td>グレア（光沢のあるクリアフィルム）<br />
      ノングレア（艶消しの非光沢タイプ）</td>
  </tr>
  <tr bgcolor=""#ffffff"">
    <td>商品説明</td>
    <td>kindle paper white 2013　専用設計の液晶保護フィルム、グレアとアンチグレアの２種類の中から用途に応じて選択してください。<br />
      大画面のkindle paper white 2013の液晶を守るために専用設計されたスクリーンフィルムは画面のキズやスレから保護し、滑らかなタッチ感はそのままキープできます。
        さらに、用途に応じて選べる2タイプのフィルムをご用意いたしました。<br />
      空気が入るのを軽減できるように装着時の解説動画もご用意いたしましたのでそちらをご覧になって装着いただくことで、空気の混入や貼り損じを軽減できます。 <br />
    <br /></td>
  </tr>
  <tr bgcolor=""#ffffff"">
    <td>タイプ</td>
    <td>グレア（光沢のあるクリアフィルム）<br />
      液晶本来の美しさを際立たせる光沢のある仕上がり、外部の光の映り込みと指紋が目立つのが難点。<br />
<br />
      ノングレア/アンチグレア（艶消しの非光沢タイプ）<br />
      指紋が目立たず屋内の使用でも外光が写りこまない、さらになめらかなタッチが持続できるが、液晶の解像度が落ちる。</td>
  </tr>
</table>
<p>    ※ kindle paper white 2013本体は含まれておりません。
  <br>
  ※ 素材や光の具合により、またお客様のページをご覧になられるパソコンの環境により、実際の色味と多少異なって見える場合がございますが、ご了承下さいませ。<br>
  ※ メーカーの都合により、カメラ穴、側面に若干の仕様変更がございますが，予めご了承下さいませ。<br>
  <br><br>
</p>"
,iPhone5C　ストラップホール付バンパー クリア スマホケース シリコン TPU 保護カバー アイフォンケース　アイフォーン　Apple bumper iPhone au softbank スマートフォン ブランド 人気　プラスチック,iPhone5C-bumper-2tone,カラー:レッド=iPhone5C-bumper-2tone-01Red&カラー:ブルー=iPhone5C-bumper-2tone-02Blu&カラー:イエロー=iPhone5C-bumper-2tone-03Ylw&カラー:パープル=iPhone5C-bumper-2tone-04Ppl&カラー:マゼンタ=iPhone5C-bumper-2tone-05Mgt&カラー:グリーン=iPhone5C-bumper-2tone-06Grn,,700,,カラー レッド ブルー イエロー パープル マゼンタ グリーン,"カラフルなiPhone用バンパー！
エッジに彩り！ iPhoneらしさを残してカラフルに！","  <img src=""http://lib2.shopping.srv.yimg.jp/lib/＝＝＝＝貴店URL＝＝＝＝/iphone5c-bumper-2tone01.jpg"" alt=""iphone5cバンパー bumper"" width=""600""><br>
<img src=""http://lib2.shopping.srv.yimg.jp/lib/＝＝＝＝貴店URL＝＝＝＝/iphone5c-bumper-2tone02.jpg"" alt=""iphone5cバンパー bumper"" width=""600""><br><br>

<img src=""http://lib2.shopping.srv.yimg.jp/lib/＝＝＝＝貴店URL＝＝＝＝/iphone5c-bumper-2tone03.jpg"" alt=""iphone5cバンパー bumper"" width=""600""><br>


<table width=""600"" border=""1"" cellspacing=""0"" cellpadding=""5"">
  <tr>
    <td width=""30%"" align=""center"">商品説明</td>
    <td>メタルの音量調整ボタンと電源ボタンが付いているので操作性を失わずにあなたのiphoneをあざやかに！ 耐久性の高いゴムと成型プラスチックを組み合わせた2トーンカラーのバンパーであたなだけのiphoneを。 <br>
    ○iphone5cの美しいデザインをそのままにカラフルに変身できるケースです。<br>
    ○気分に合わせて、気軽に着せ替えができます。<br>
    ○すべての機能ボタンにアクセス可<br>
  <br>
    ※ apple iphone 5c本体は含まれておりません。<br>※iphone5cでご利用の場合はマナーボタンが多少ずれますが使用には問題ありません<br>
    ※ 素材や光の具合により、またお客様のページをご覧になられるパソコンの環境により、実際の色味と多少異なって見える場合がございますが、ご了承下さいませ。<br>
    ※ メーカーの都合により、カメラ穴、側面に若干の仕様変更がございますが，予めご了承下さいませ。<br>
  <br></td>
  </tr>
  <tr>
    <td align=""center"">カラー</td>
    <td>レッド/ブルー/イエロー/ピンク/マゼンタ/グリーン</td>
  </tr>
  <tr>
    <td align=""center"">素材</td>
    <td>シリコン</td>
  </tr>
</table>
<br>
<table width=""600"" border=""0"" cellspacing=""1"" cellpadding=""5"" bgcolor=""#999999"">
  <tr>
    <td bgcolor=""#ffffff"" align=""center"" valign=""middle""><p><a href=""http://item.rakuten.co.jp/＝＝＝＝貴店URL＝＝＝＝/c/0000000133/""><font size=""4"">iphone5cの商品一覧はこちら</font></a></p></td>
  </tr>
</table>",,"
※ケースのみの販売となりiPhone5C本体はついておりません。

<br>",,,,,,,,,,,,1,,,,,,,,,,,,,,,5,,,,,,,"  <img src=""http://lib2.shopping.srv.yimg.jp/lib/＝＝＝＝貴店URL＝＝＝＝/iphone5c-bumper-2tone01.jpg"" alt=""iphone5cバンパー bumper"" width=""100%""><br>
<img src=""http://lib2.shopping.srv.yimg.jp/lib/＝＝＝＝貴店URL＝＝＝＝/iphone5c-bumper-2tone02.jpg"" alt=""iphone5cバンパー bumper"" width=""100%""><br><br>

<img src=""http://lib2.shopping.srv.yimg.jp/lib/＝＝＝＝貴店URL＝＝＝＝/iphone5c-bumper-2tone03.jpg"" alt=""iphone5cバンパー bumper"" width=""100%""><br>


<table width=""100%"" border=""1"" cellspacing=""0"" cellpadding=""5"">
  <tr>
    <td width=""30%"" align=""center"">商品説明</td>
    <td>メタルの音量調整ボタンと電源ボタンが付いているので操作性を失わずにあなたのiphoneをあざやかに！ 耐久性の高いゴムと成型プラスチックを組み合わせた2トーンカラーのバンパーであたなだけのiphoneを。 <br>
    ○iphone5cの美しいデザインをそのままにカラフルに変身できるケースです。<br>
    ○気分に合わせて、気軽に着せ替えができます。<br>
    ○すべての機能ボタンにアクセス可<br>
  <br>
    ※ apple iphone 5c本体は含まれておりません。<br>※iphone5cでご利用の場合はマナーボタンが多少ずれますが使用には問題ありません<br>
    ※ 素材や光の具合により、またお客様のページをご覧になられるパソコンの環境により、実際の色味と多少異なって見える場合がございますが、ご了承下さいませ。<br>
    ※ メーカーの都合により、カメラ穴、側面に若干の仕様変更がございますが，予めご了承下さいませ。<br>
  <br></td>
  </tr>
  <tr>
    <td align=""center"">カラー</td>
    <td>レッド/ブルー/イエロー/ピンク/マゼンタ/グリーン</td>
  </tr>
  <tr>
    <td align=""center"">素材</td>
    <td>シリコン</td>
  </tr>
</table>
<br>
<table width=""100%"" border=""0"" cellspacing=""1"" cellpadding=""5"" bgcolor=""#999999"">
  <tr>
    <td bgcolor=""#ffffff"" align=""center"" valign=""middle""><p><a href=""http://item.rakuten.co.jp/＝＝＝＝貴店URL＝＝＝＝/c/0000000133/""><font size=""4"">iphone5cの商品一覧はこちら</font></a></p></td>
  </tr>
</table>"
